id	location	breed	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
FP15	islands	Village Dog French Polynesia-Society Islands-Raiatea	0.0271555	0.0157409	-0.00504976	0.0139025	-0.00399768	-0.00742686	0.00614264	-0.0155817	-0.00141256	0.0136426	-0.0120068	-0.0113128	-0.0036307	-1.74701e-4	0.00814277	0.0166238	-0.0203303	8.88991e-4	-0.0567859	0.0198018
FP20	islands	Village Dog French Polynesia-Society Islands-Raiatea	0.0397491	0.0158242	0.00254801	0.0180735	-0.0341517	0.112132	0.00768202	0.0153836	-0.00138729	-0.0144662	-0.0299396	-0.0454316	0.0184787	-0.0345422	1.35723e-4	-0.0024025	-0.0371332	-0.0264427	-0.0010304	0.0127413
FP24	islands	Village Dog French Polynesia-Society Islands-Raiatea	0.0395392	0.0134754	0.00283921	0.00988097	-0.0191646	0.150597	-0.00704756	0.026140300000000002	0.00621109	-0.00866981	-0.0171851	-0.0310521	0.00708299	-0.0467957	-0.0168275	-0.0059775	-0.0891512	0.0021597	0.01849	-0.00386473
FP26	islands	Village Dog French Polynesia-Society Islands-Raiatea	0.0322727	0.0200524	0.0102758	0.0515856	-0.049424	0.0497857	0.0144313	-0.0599216	-0.0290585	-0.0430593	-0.0449815	-0.0186614	-0.0298518	-0.00561136	-0.00356362	0.00512987	-0.0516592	-0.0214127	-0.0142853	0.011014
FP27	islands	Village Dog French Polynesia-Society Islands-Raiatea	0.0263766	0.0231685	0.0126029	0.0469958	-0.0574264	0.0448287	0.0221947	-0.0701455	-0.0430866	-0.0402099	-0.0687829	-0.0320954	-0.0222567	-0.00815344	-0.0118004	0.0138844	-0.0375145	-0.0351556	-0.0117939	-0.0212777
PFZ42G10	africa	Village Dog Ghana	-0.0333445	-0.101566	0.0815109	0.00179182	0.00111134	-0.0309121	0.0184095	0.00131975	0.0978395	-0.0135098	-0.081911	0.0376293	0.00167987	0.00184666	0.0122193	-0.0046091	0.00609122	0.035971	0.00161367	0.0187367
PFZ42H10	africa	Village Dog Ghana	-0.0522592	-0.131272	0.0985535	-0.00786131	0.00220192	-0.0248214	0.0116213	0.0110885	0.112401	-0.0166048	-0.0660555	0.05737	0.00306067	0.0120714	0.0169728	-0.0070031	-0.00492886	0.0135896	0.0165717	0.0217293
PFZ42A11	africa	Village Dog Ghana	-0.0223052	-0.0893152	0.0725604	-0.00400004	0.00801579	-0.0356762	0.00975113	-0.0123299	0.0985658	-0.00954505	-0.0556748	0.0442416	0.011531	0.0118935	0.00713997	-0.0126783	0.00230398	0.0147576	0.00551983	0.0113174
PFZ42C11	africa	Village Dog Ghana	-0.00678684	-0.0617949	0.0552946	-0.00553405	-0.00295488	0.00851954	0.00353121	1.5304e-4	0.100524	-0.00711635	-0.0833428	0.0393021	0.0507921	0.0103034	-0.0150777	0.00415511	0.139104	0.131181	0.0249193	0.00837682
PFZ42D11	africa	Village Dog Ghana	-0.00911113	-0.0695054	0.0613191	-0.00962919	-0.00238564	0.0108282	-2.49016e-4	-0.0035938	0.118603	-0.00145075	-0.103214	0.0367429	0.0529023	0.0077914	-0.0135843	0.0148114	0.135136	0.153339	0.0249385	-0.0168002
PFZ1G11	africa	Village Dog Guinea	-0.0196324	-0.0766043	0.0568295	-0.0132936	0.00786072	-0.00488571	0.0127187	0.0196733	0.090614	-0.00974172	-0.0609578	0.0342701	0.0133251	-3.06049e-4	0.011521	0.0168334	-0.0111892	-0.00119404	-0.00217129	0.0131279
PFZ3D01	americas	Village Dog Honduras	0.0359639	0.00907013	-0.0120211	0.00186265	-0.00153086	0.0250475	0.00821306	-0.0357174	0.019853	-0.00530793	-0.0218345	-0.0200142	0.0219368	0.0723106	0.0807636	0.0133343	0.478231	0.254791	0.188211	-0.0379955
PFZ3C02	americas	Village Dog Honduras	0.0346053	0.0117169	-0.00686412	-0.00420522	0.00428027	0.00105552	-0.00682869	-0.00897551	0.012111	0.00515176	-0.0135816	0.00335409	0.0104534	0.0315832	0.0113589	-5.23401e-4	0.0179937	-0.0197599	0.00849511	0.00697921
PFZ3A04	americas	Village Dog Honduras	0.0286879	0.0195137	0.00675894	0.011676	-0.0229748	0.092909	-0.00133963	-0.00482859	-0.0116318	-0.0191269	-0.0282095	-0.0332788	0.0135188	-0.0010355	-0.00816713	-0.026513	-0.00902231	-0.020791	0.0442457	-0.00908475
HO2	americas	Village Dog Honduras	0.0134846	0.0225972	0.00887371	-0.00548538	0.00335676	0.0271284	-0.00348717	0.0042682	-0.00520353	0.012028	6.56411e-4	0.00233786	0.0104081	-0.0120302	-0.0048658	0.00297036	0.0193166	-0.0194193	0.0106104	-0.0029342
HO4	americas	Village Dog Honduras	0.0373658	0.00917757	-0.00559782	-0.0103807	0.00970349	0.024036	-0.0162664	-0.0098283	0.00827614	0.00440648	0.0145232	-0.0115149	0.0136231	0.0391327	0.0275818	-0.00962143	0.0422639	-0.0104081	0.0233536	-0.0207126
HO9	americas	Village Dog Honduras	0.0405292	0.0115889	2.50924e-4	0.0207147	-0.0222267	0.0329955	0.00565125	-0.0410861	0.0045043	-0.0118744	-0.0424467	0.0154012	0.0216817	0.0231107	0.0308938	0.0139159	0.102146	0.0336186	0.00166765	-0.069672
HO10	americas	Village Dog Honduras	0.0347883	0.01198	-0.00594918	7.35087e-4	-0.00187208	0.0186659	-0.00304612	-0.00319453	0.00349236	0.00387274	-0.00673248	0.00199719	0.00730011	0.0293281	0.0182805	0.0112584	0.052419	-0.00244799	-0.00473274	-0.0203466
HO7	americas	Village Dog Honduras	0.0356349	0.0108312	-0.00512937	0.012393	-0.0175965	0.0332471	0.00937395	-0.0340893	0.00218525	-0.00595598	-0.0433283	-0.0158016	0.00518897	0.0473224	0.0587042	0.00483704	0.32815	0.159031	0.112405	-0.0339425
PFZ5A09	india	Village Dog India-Chennai	-0.053706	-0.0445138	-0.1023	0.0597208	-0.0362628	-0.00853596	-0.0741528	0.0105275	0.0220387	0.00625989	0.0144151	-0.0124805	-0.0103834	0.00465154	-0.0151347	-0.0139713	0.0254014	-0.0164113	-0.00814298	0.00430639
ID104	india	Village Dog India-Chennai	-0.0685583	-0.049304	-0.119519	0.0645567	-0.0374067	-0.00349425	-0.0640058	0.0163374	0.0213002	0.00407056	0.00177498	-0.00803884	-0.00931738	-0.00164722	-2.73958e-4	-6.60074e-4	0.023991	0.00687232	-0.00669955	-0.0215058
ID116	india	Village Dog India-Chennai	-0.0627579	-0.0498929	-0.113353	0.0627945	-0.0396893	-0.0134838	-0.0795377	0.00741635	0.0290624	0.00772	0.00299946	-0.0152729	-9.13895e-4	0.00311925	-0.0256914	-0.0182187	0.0120227	-0.00959962	-0.0131707	-0.00710833
ID120	india	Village Dog India-Chennai	-0.0497254	-0.0407909	-0.0967284	0.0493778	-0.042177	-0.00913388	-0.0693944	0.0118298	0.0188735	-0.00391939	-2.52557e-5	-0.00894672	-0.00314703	-0.00534329	-0.00306411	-0.0183674	0.0251578	-0.0228526	-0.00198571	-0.0145691
ID126	india	Village Dog India-Chennai	-0.0505038	-0.0411522	-0.103439	0.0683855	-0.0534499	-0.00838922	-0.0803914	0.00766072	0.0164649	-0.00372954	-0.00155345	-0.0144891	-0.00884665	0.00435688	-0.00902923	-0.0151455	0.0139597	-0.0234379	-0.00455529	-0.00157701
5196	india	Village Dog India-Chennai	-0.0649098	-0.0523756	-0.115928	0.0484375	-0.0379356	8.52354e-4	-0.0491841	-0.00648535	0.0182866	9.68866e-5	0.00450469	-7.92659e-4	0.00293922	0.00822291	0.0249191	0.00581497	0.0050418	-0.0128356	0.0174749	-0.0163205
PFZ1B05	india	Village Dog India-Dehli	-0.0386851	-0.0273546	-0.0831184	0.0279006	-0.0101798	0.0193983	-0.0385464	0.0135722	6.273e-4	0.00540187	0.0106222	0.00451405	0.0013123	-0.00399288	-0.00449468	0.00604008	-0.00705761	-0.00141347	0.00756513	0.0126516
ID164	india	Village Dog India-Dehli	-0.0445344	-0.0319625	-0.0831738	0.0344689	-0.0189652	0.0246018	-0.0363455	0.0104627	0.00738765	0.00728734	-0.00231953	0.00599103	0.00562265	0.0039337	-0.00400522	-0.0145111	4.53254e-4	-0.00861363	0.0138523	0.0148071
ID167	india	Village Dog India-Dehli	-0.0464218	-0.0311225	-0.0911952	0.0309413	-0.0257179	0.0122106	-0.0359943	0.0160224	0.0138847	0.0119669	0.00349713	0.0184843	0.00739142	0.00620269	-0.00454437	0.00546175	-0.00182404	-0.0134154	0.00521951	0.0136327
ID173	india	Village Dog India-Dehli	-0.0503559	-0.0394936	-0.0923571	0.0294143	-0.0225648	0.0140918	-0.0366275	0.0141207	-0.00860824	0.00456783	-0.00453929	0.0132156	0.00873759	0.00290065	-0.00830917	0.00960163	0.00735772	-0.0206967	0.0138476	0.026899
ID182	india	Village Dog India-Dehli	-0.0508193	-0.0377952	-0.0999544	0.0299796	-0.0103726	-0.00912868	-0.0227094	2.36229e-4	4.38171e-4	-0.0042306	0.00598724	0.00655802	5.24317e-5	0.00931899	0.022346	0.00158776	0.0263172	-0.00169363	0.0221348	-0.00570574
ID162	india	Village Dog India-Dehli	-0.0235996	-0.0214742	-0.066086	0.0349058	-0.023708	0.00115384	-0.0282039	5.65063e-4	0.00263981	0.0131153	0.0138329	0.00582243	0.0144002	-0.0052116	-0.00246451	0.00282289	0.0102591	-0.0334331	0.0017059	-0.0196553
PFZ2B03	india	Village Dog India-Hazaribagh	-0.0923232	-0.0480304	-0.114396	0.0672473	-0.0437985	-0.00513923	-0.0813376	0.0154921	0.0239998	0.00304293	9.94183e-4	-0.0172075	-0.00506463	0.00472925	-0.0159196	-0.0112999	-0.00120678	0.00565981	0.00588987	-0.00128455
ID96	india	Village Dog India-Hazaribagh	-0.0830827	-0.0429608	-0.10882	0.0620691	-0.0344405	0.00805975	-0.0785932	0.0129274	0.0196515	8.14165e-5	0.00194457	-0.0162001	-0.00160418	0.00380688	-0.0117691	-0.0133223	-0.00407826	3.87536e-4	0.0162172	-0.00565679
PFZ3D11	india	Village Dog India-Mumbai	-0.0433797	-0.0377386	-0.0933903	0.0501433	-0.0345697	-0.00576638	-0.0491361	0.00485532	0.0175334	-0.00673386	0.00556166	-0.0057551	0.0141488	0.0021109	-0.0106485	-0.00173279	0.00831306	-0.0170778	0.0191944	0.00857226
ID140	india	Village Dog India-Mumbai	-0.0310505	-0.0263669	-0.077365	0.038059	-0.0216222	-0.0148127	-0.0479388	0.00531238	0.0169774	0.00913855	8.9387e-4	-0.00953316	-0.00260073	0.017899	-0.00987947	-0.00222562	0.0165028	-0.00701813	-0.0172218	-0.0170128
ID141	india	Village Dog India-Mumbai	-0.0491568	-0.0394954	-0.0981935	0.0437473	-0.0312103	-0.0195449	-0.0496984	0.0112199	0.012287	0.00522761	-0.0100806	-7.91645e-4	-0.00819098	-0.0044659	-0.00222055	5.0769e-4	0.0198197	-0.00497783	-0.0111486	-0.00340118
ID151	india	Village Dog India-Mumbai	-0.0402321	-0.0270959	-0.0818774	0.0500246	-0.0240749	-0.0152625	-0.0525595	0.00360001	0.00608219	0.0145295	-0.00171707	0.00394392	-0.00341933	1.52114e-4	0.00434137	-0.0084637	0.0200845	0.00153271	-0.00741233	-0.0210987
ID157	india	Village Dog India-Mumbai	-0.0396483	-0.0274607	-0.0837119	0.0424021	-0.0234717	-0.0193604	-0.0434264	0.00885994	0.013486	0.0066737	-0.00354096	0.00173482	-5.67044e-4	0.0047341	-0.00149914	-0.00375876	0.0036445	-0.00860841	0.00150787	-0.0130764
ID149	india	Village Dog India-Mumbai	-0.0396618	-0.033766	-0.0829107	0.0448123	-0.0249845	-0.011604	-0.0542386	0.00533671	0.00522057	0.00666397	0.00932252	-0.00517888	0.00695545	-0.0100037	-0.0102423	0.0117876	0.00917684	-0.011141	-0.0130066	-0.00568655
PFZ1H04	india	Village Dog India-Orissa	-0.0933517	-0.0555484	-0.130341	0.0750223	-0.0424871	-0.00243788	-0.101129	0.0115113	0.0339678	-0.00189089	0.00601122	-0.0126224	-0.0079037	0.0103808	-0.020931	-0.0283255	0.00353117	-0.00953353	0.00394809	-0.0226297
ID52	india	Village Dog India-Orissa	-0.097158	-0.0560054	-0.130104	0.0784674	-0.0546451	-0.00345302	-0.101423	0.0200336	0.0244355	-0.00652583	6.06195e-4	-0.0131092	0.00178343	-0.00554119	-0.0366775	-0.0227068	0.00889584	-0.00661919	8.6378e-4	-0.00482326
ID57	india	Village Dog India-Orissa	-0.0939014	-0.0556586	-0.129831	0.0746666	-0.0487288	-6.54733e-4	-0.0921513	0.0115098	0.0242766	0.00662531	0.00210701	-0.00448828	4.02236e-5	0.00486402	-0.0173996	-0.0224549	0.00597654	-0.00958602	0.00804885	-0.00734734
ID58	india	Village Dog India-Orissa	-0.0795967	-0.0449151	-0.112344	0.0648523	-0.044576	-0.0025819	-0.0824854	0.0160685	0.0206764	0.00830016	-0.00228106	-0.00777425	-0.00307257	0.00998714	-0.0211016	-0.0219234	0.0163084	-0.0109711	0.00322141	-0.00614277
ID73	india	Village Dog India-Orissa	-0.0932264	-0.053374	-0.12163	0.0724084	-0.0380126	-0.00253091	-0.0905849	0.0263781	0.0232803	0.00134735	-0.00320603	-0.0178063	-0.010897	-0.00108527	-0.0194158	-0.0133598	0.0111444	-0.0120731	-0.00150074	-0.0080625
5149	india	Village Dog India-Orissa	-0.0987249	-0.0572737	-0.129141	0.0727312	-0.0414905	7.88571e-4	-0.0901693	0.0157959	0.0360297	0.00451167	-0.00104742	-0.00658406	-0.00490425	0.0038863	-0.0265254	-0.0209927	0.00307227	-0.0107573	0.0159755	2.61695e-4
ID4	india	Village Dog India-West Bengal	-0.0955247	-0.0419786	-0.105862	0.0632252	-0.0407712	0.00135556	-0.082663	0.0146257	0.0217986	-0.0114761	-0.00119817	-0.00720918	0.00527871	0.0012622	-0.0102055	-0.0152954	0.00468153	-0.0091180400000000009	-0.00626178	-0.0117929
ID6	india	Village Dog India-West Bengal	-0.0967161	-0.0409763	-0.109161	0.0636376	-0.0442114	-9.64464e-4	-0.0839824	0.0187477	0.0223738	-0.0131259	-0.00611995	-0.00883501	-0.00413958	0.00771843	-0.0203417	-0.00920439	0.0124482	-0.0125784	0.00630974	-0.00805984
ID15	india	Village Dog India-West Bengal	-0.0950754	-0.041998	-0.106953	0.0688852	-0.0397981	-0.00197743	-0.08456	0.0167862	0.0226262	-0.00960575	-0.00186844	-0.0193726	-0.00961916	0.00907125	-0.0146182	-0.0165855	0.00743035	3.59098e-4	-0.0131411	0.0036889
ID21	india	Village Dog India-West Bengal	-0.0941357	-0.0418338	-0.104833	0.0615425	-0.033016	-0.00183139	-0.0660922	0.0105412	0.0206223	-0.0119863	-0.00294003	-0.00903979	-0.0118029	0.00709153	-0.00688869	-0.0113979	0.00153042	0.010524	-0.0017056	-0.00578892
ID24	india	Village Dog India-West Bengal	-0.0959454	-0.0414752	-0.105073	0.0656468	-0.0368803	-0.00164286	-0.0752982	0.0160584	0.021903	-0.00916207	0.00473889	-0.0138334	-0.0154207	-0.00488656	-0.00859949	-0.0179587	0.00914887	0.00223706	0.00528025	0.00864646
5128	india	Village Dog India-West Bengal	-0.10279	-0.045761	-0.107776	0.0718554	-0.0413622	-0.00530968	-0.0760872	0.0165474	0.0233752	-0.00474855	-0.0134602	-0.0139146	-0.00597974	0.00399742	-0.0113831	-0.0158551	0.0061922	0.00281074	-0.00459719	0.00945775
PFZ1A04	east_asia	Village Dog Indonesia-Borneo	-0.118193	0.103807	0.0786899	0.0481496	0.0447326	8.8361e-4	-0.0314967	0.015346	0.060677	-0.0269457	0.0487471	-0.134464	-0.0550593	0.0499486	0.134026	0.0867487	-0.0170848	-0.00888118	0.0319905	-0.0114519
PFZ2D02	east_asia	Village Dog Indonesia-Borneo	-0.116312	0.104535	0.0769095	0.0509086	0.0464548	0.00979864	-0.0276609	0.025798	0.0824315	-0.0282894	0.0640119	-0.168384	-0.0689597	0.0612324	0.153267	0.100272	-0.0331415	0.00152071	0.0104265	0.0106227
PFZ4B05	east_asia	Village Dog Indonesia-Borneo	-0.11775	0.102091	0.0725028	0.0470355	0.0460832	-0.00231645	-0.0211012	0.0165164	0.0474635	-0.0282637	0.0433788	-0.101133	-0.0380172	0.0359053	0.0935494	0.0552254	-0.0191462	-0.00987689	0.026434	0.0047125
IN1	east_asia	Village Dog Indonesia-Borneo	-0.114612	0.0995973	0.0753181	0.0502446	0.0476353	0.00626534	-0.0251436	0.0256742	0.061301	-0.0327062	0.0480399	-0.150346	-0.057651	0.0548689	0.14086	0.0861925	-0.0125406	-0.00884401	0.0257971	-0.00684667
IN8	east_asia	Village Dog Indonesia-Borneo	-0.111099	0.101243	0.0764846	0.0499212	0.0545228	0.0118886	-0.032827	0.0269515	0.0937976	-0.0275335	0.0569477	-0.200236	-0.0828602	0.0846076	0.191545	0.131563	-0.0508677	-0.00120891	0.0246881	0.0285772
IN20	east_asia	Village Dog Indonesia-Borneo	-0.114184	0.101226	0.0724385	0.0449389	0.042679	9.00113e-4	-0.0255547	0.0180921	0.0651759	-0.0198204	0.0429807	-0.130163	-0.0545315	0.0437069	0.129514	0.0798446	-0.0182832	0.00460338	0.0191805	-0.00309671
IN30	east_asia	Village Dog Indonesia-Borneo	-0.105384	0.0977188	0.0743278	0.0513372	0.0533241	0.00124758	-0.0287786	0.0244742	0.0892245	-0.0218835	0.0602193	-0.19557	-0.077326	0.083182	0.18765	0.126343	-0.0455527	-0.00546105	0.0184207	0.0300459
IN35	east_asia	Village Dog Indonesia-Borneo	-0.115944	0.103489	0.0768497	0.0473176	0.0454751	0.00445597	-0.0247511	0.016864	0.0661105	-0.0261937	0.0472802	-0.138967	-0.056668	0.0499853	0.121897	0.0913696	-0.0196134	0.00857317	0.0240394	0.00705514
IN4	east_asia	Village Dog Indonesia-Borneo	-0.113495	0.102404	0.0756015	0.0434841	0.0397757	0.00705038	-0.0284371	0.0172746	0.0560336	-0.0261415	0.0351987	-0.115894	-0.0524839	0.036201	0.110887	0.075791	-0.0104185	1.51603e-4	0.0184541	0.00473475
IN44	east_asia	Village Dog Indonesia-Jakarta	0.00657515	0.0263646	3.80333e-5	-0.00189828	0.0378863	-0.0636678	-0.0246578	-0.0242864	-4.98855e-4	0.0817951	-0.0100289	-0.0199086	-0.0312776	0.0218642	-0.00715697	0.0209274	-0.00868947	-0.0439181	-0.136954	0.0219419
IN45	east_asia	Village Dog Indonesia-Jakarta	-0.0149597	0.0378144	0.0120873	0.0121466	0.0334018	-0.0496507	-0.0258699	-0.00450956	-6.75466e-4	0.053653	-0.0061177	-0.0160251	-0.0308284	0.0254205	-0.0022329199999999998	0.0139521	-0.0123298	-0.0379844	-0.123849	0.0266193
PFZ2H09	middle_east	Village Dog Iraq	-0.0115146	-0.0238007	-0.0386199	-0.0227072	0.0259281	0.0343186	0.0560883	-0.00400647	-0.00927492	0.00140632	0.0182042	-0.00608059	0.00317316	-0.0206782	0.0129342	0.0280134	0.00294961	-0.0160501	-0.00536106	0.00861872
LE1	middle_east	Village Dog Lebanon-Bekaa	-0.0261739	-0.0341232	-0.0541061	-0.0240257	0.0381489	-0.00149967	0.0802483	-0.0215845	-0.0210224	-0.0159482	0.0101966	2.21956e-4	0.00648035	-3.82595e-4	0.0308737	0.0188825	0.00963473	-0.0181641	-0.0034435	-0.0112312
LE7	middle_east	Village Dog Lebanon-Bekaa	-0.0272302	-0.0348143	-0.0508853	-0.0287916	0.0413113	5.58514e-4	0.079751	-0.0188987	-0.0141017	-0.00246743	0.0219632	0.00804999	0.00821271	-0.00543956	0.0440857	0.0325046	2.17228e-4	-0.0169885	0.00471859	0.00285672
LE15	middle_east	Village Dog Lebanon-Bekaa	-0.00698954	-0.021244	-0.0324712	-0.0354356	0.0331434	0.0362218	0.0507586	0.00292411	0.00112015	0.00424906	0.0242071	-0.00928041	0.0203457	0.0069529	0.017184	-0.00662514	-0.004021	-0.0262952	0.00710641	-0.00148284
LE26	middle_east	Village Dog Lebanon-Bekaa	-4.71409e-5	-0.0197988	-0.0363101	-0.0218014	0.0292799	0.0656246	0.0422564	0.0159321	0.0042024	0.00950102	0.027182	0.0031067	0.00470668	-0.00978201	0.0278593	0.0117346	-0.0102069	-0.0120118	0.0289748	-0.00328784
LE3	middle_east	Village Dog Lebanon-Bekaa	-0.0245571	-0.0342378	-0.0477929	-0.0269197	0.0396315	-0.00411532	0.082645	-0.0247631	-0.0157358	-0.00476514	0.0218569	0.00559583	3.98238e-4	0.00300453	0.0200861	0.0316905	0.00271699	-0.00580373	0.0148367	0.00108505
LE6	middle_east	Village Dog Lebanon-Bekaa	-0.0227747	-0.0299324	-0.0538341	-0.0350937	0.0311331	0.0143329	0.0701814	-0.0172681	-0.0258738	0.00596726	0.0144252	0.0177745	6.64659e-4	-0.00725612	0.0219283	0.0243233	-0.0101399	-0.0109544	0.00890297	0.0134496
LE29	middle_east	Village Dog Lebanon-Bekaa	7.6388e-4	-0.017479	-0.0292007	-0.0237414	0.0221277	0.0800818	0.0411037	0.0271425	0.00442371	0.0142066	0.0112255	-0.0159374	0.0255599	-0.0133579	0.0255972	-0.0142197	-0.0161284	-0.0155495	0.0369136	-0.00343531
PFZ1G07	middle_east	Village Dog Lebanon-Beruit	0.0231613	-0.00642122	-0.021068	-0.0277445	0.0282738	0.103166	0.00374492	0.0432891	0.0162728	-0.00244951	0.0200077	-0.0185693	0.0416636	-0.0141988	-0.0027908	0.0011164	-0.0287721	-0.0182952	0.00456752	-0.00109464
PFZ3C12	middle_east	Village Dog Lebanon-Beruit	0.017851	-0.00484305	-0.0221783	-0.0256657	0.028191	0.0899527	0.0190615	0.0277874	0.00845926	0.0203975	0.0234219	-0.00190578	0.012032	-0.0175626	0.00554926	-0.00971356	0.00282567	-0.026164	-0.00530483	-0.00374968
PFZ12B05	middle_east	Village Dog Lebanon-Beruit	0.0367455	0.00671717	0.00126683	0.0398874	-0.0562848	0.0351292	0.0352838	-0.0637848	-0.0156722	-0.030184	-0.0347247	-0.00697016	-0.0101835	-0.00646096	0.00316777	0.028896	-0.037598	-0.0401477	0.033596	0.00497375
LB99	middle_east	Village Dog Lebanon-Beruit	0.0126482	-0.0108341	-0.02434	-0.0213289	0.0325858	0.103139	0.0151692	0.0334871	0.0225858	0.00978484	0.0151184	-0.00246558	4.26807e-4	-0.0197164	-6.77432e-4	0.00277695	-0.020332	-0.028072	0.00783932	0.0195627
LE33	middle_east	Village Dog Lebanon-Beruit	0.0339759	0.00416504	0.00145747	0.0416309	-0.0625103	0.0227974	0.0343463	-0.0772704	-0.0183028	-0.0373288	-0.0440994	-0.0164339	-0.0105647	0.00315981	0.00625008	0.00745204	-0.00848378	-0.0216635	0.0106696	-0.0104022
LE44	middle_east	Village Dog Lebanon-Beruit	0.0218994	-0.00959084	-0.0161125	-0.0228943	0.0380404	0.0170446	0.0197263	0.00231272	0.0232967	0.0127467	0.0244259	-0.00496088	9.68111e-4	0.0120853	0.0047626	-0.00902467	0.0197787	-0.00737445	-0.0279972	-0.0272506
LE45	middle_east	Village Dog Lebanon-Beruit	0.0333089	0.00828507	-0.00560385	0.00844197	-0.0114129	0.00396428	0.0168919	0.00110309	0.0146274	8.31488e-5	0.0217119	0.0189771	0.0112819	0.0185397	0.0248236	-0.0257465	0.0327184	-0.0217395	0.00503923	-0.0442708
LE65	middle_east	Village Dog Lebanon-Beruit	0.0159829	-0.00762855	-0.0244952	-0.0208732	0.0230467	0.0923628	0.0162215	0.0301768	0.00581309	2.38632e-4	0.0110846	-0.025959	0.0238306	-0.0271856	0.0210287	-0.00152987	-0.0346491	-0.0447745	0.0213615	-0.0294108
LE66	middle_east	Village Dog Lebanon-Beruit	0.00800755	-0.0104706	-0.0305339	-0.0316138	0.0367071	0.100939	0.0310489	0.0285894	0.00675653	0.0310099	0.0253616	-0.0317432	0.0257013	-0.0360239	-0.00747264	-0.0243454	-0.00510622	-0.0367798	0.0331925	0.0329261
Li1	africa	Village Dog Liberia-Lofa	-0.0369555	-0.105322	0.0830545	-0.0133652	0.00703595	-0.0141626	0.00924407	0.00712299	0.101169	-0.00572027	-0.078106	0.0552496	-0.0145943	-4.89451e-4	0.0124319	0.00169157	-0.0219911	0.00531715	0.0141573	0.0294676
Li10	africa	Village Dog Liberia-Lofa	-0.0169977	-0.0806152	0.0633806	-0.00552357	0.0136002	-0.0206341	-9.10088e-4	0.00862074	0.0914012	-0.0100903	-0.0653837	0.0472296	-0.00205526	0.0118808	0.0188634	0.0081897	-0.0224898	-0.0176174	0.0159937	9.54753e-4
Li14	africa	Village Dog Liberia-Lofa	-0.00262436	-0.0566531	0.0476642	-0.00140889	0.011691	-0.00885337	0.00445683	0.00727981	0.0815428	-0.0129225	-0.0537257	0.0629019	-0.0022974	0.00314757	0.0225028	0.00130459	-0.0356929	-0.0243854	0.0173023	0.0175408
Li18	africa	Village Dog Liberia-Lofa	-0.0232903	-0.0840472	0.06377	-0.0082581	0.0136071	-0.0119455	0.00120871	0.0129651	0.106031	-0.0112984	-0.0652374	0.0646946	-0.00228145	7.52482e-4	0.022649	0.00587333	-0.012906	-0.0258637	0.0117304	0.0235827
Li20	africa	Village Dog Liberia-Lofa	-0.0116917	-0.0694149	0.0567426	-0.00900801	0.0108337	-0.0129059	0.00124611	0.0136285	0.110723	-0.00463144	-0.0720148	0.0425182	-0.00246865	0.0161118	0.0115149	0.0226272	-0.024891	0.00153203	0.0109082	0.031525
Li31	africa	Village Dog Liberia-Lofa	-0.00401975	-0.0587881	0.0519426	-0.0010901	0.00626776	-0.014782	0.00712113	-4.25058e-4	0.0851642	-0.00179785	-0.0570456	0.0426146	-0.00704954	0.0170235	0.0127865	0.00313274	-0.0171809	-0.0320059	0.00363673	0.0085992
Li41	africa	Village Dog Liberia-Lofa	-0.00905402	-0.061661	0.0501474	-0.00537222	0.00321028	-0.0130127	0.00244139	-0.0103003	0.0937252	-0.0132347	-0.064971	0.0610132	-0.00446636	0.016361	0.0127973	0.0173442	-0.0259661	-0.0169349	0.0369961	0.030868
Li43	africa	Village Dog Liberia-Lofa	-0.0132438	-0.0722899	0.0624995	-0.00351025	0.0109792	-0.00594675	0.0125392	0.0137052	0.100836	-0.017904	-0.0963275	0.0483642	-0.0053197	-0.0100957	0.0204158	0.0257708	-0.026468	-0.0265973	0.0236395	-0.00166841
Li49	africa	Village Dog Liberia-Lofa	-0.0115568	-0.0713287	0.0593014	-0.00688393	0.0103876	-0.0045061500000000004	0.014335	0.00512132	0.106177	-0.0120209	-0.0864353	0.0646193	-0.0152626	0.00975488	0.0220567	0.0151122	-0.0278456	-0.0354036	0.0233833	0.0036031
Li50	africa	Village Dog Liberia-Lofa	-0.0204982	-0.0761746	0.066948	-0.00284254	0.0106287	-0.0140251	0.0116108	0.00656211	0.102558	-0.0122514	-0.0714053	0.0611489	0.00754962	0.00103435	0.0219492	0.0109383	-0.0197994	-0.0186136	0.0101857	0.020789
Li72	africa	Village Dog Liberia-Lofa	-0.0311787	-0.0922006	0.0792085	-0.00994043	0.00785108	-0.0239962	0.00880347	0.0107195	0.107742	-0.00901285	-0.0759354	0.0867128	-0.0326618	0.0215529	0.032655000000000003	8.29757e-4	-0.0324562	-0.0263686	0.0211269	0.0390445
Li79	africa	Village Dog Liberia-Lofa	-0.0181426	-0.0758018	0.0602564	-0.00856311	0.0132404	-0.0205917	0.00811163	0.0107343	0.124114	-0.0147422	-0.0975257	0.0560437	-0.0047428	0.00699998	0.0386788	0.0206338	-0.00654455	-0.0183134	0.012606	0.0315256
